0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,7,5,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,5,7,9,0
0,7,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,7,0
0,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,0
0,5,3,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,3,5,0
0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0
0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0
0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0
0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,5,7,7,7,7,5,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,5,5,7,7,7,7,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,5,7,7,9,9,7,7,5,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,5,7,7,9,9,7,7,5,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,5,5,7,7,7,7,5,5,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,5,7,7,7,7,5,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0
0,3,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,3,0,0,3,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,3,0
0,3,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,3,0
0,5,3,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,3,5,0
0,5,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,5,0
0,7,5,3,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,5,7,0
0,9,7,5,5,3,3,3,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,3,3,3,5,5,7,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
